REPORT DATE,Regione,Ricoverati con sintomi,Terapia intensiva,Totale attualmente positivi,DECEDUTI,Isolamento domiciliare,CASI TOTALI - A,Totale tamponi effettuati,SCHEMA VERSION
2020-05-02,Puglia,416,39,2954,422,2499,4133,,v5
2020-05-02,Valle d'Aosta,70,3,98,137,25,1136,,v5
2020-05-02,Sardegna,86,13,730,119,631,1315,,v5
2020-05-02,Umbria,60,13,196,68,123,1394,,v5
2020-05-02,Bolzano,113,10,703,279,580,2535,,v5
2020-05-02,Calabria,100,4,713,88,609,1112,,v5
2020-05-02,Friuli VG,131,5,1109,295,973,3059,,v5
2020-05-02,Sicilia,396,30,2186,240,1760,3213,,v5
2020-05-02,Basilicata,48,4,191,25,139,380,,v5
2020-05-02,Abruzzo,303,16,1879,327,1560,2964,,v5
2020-05-03,Lazio,1346,95,4385,508,2944,6809,150912,v5
2020-05-03,Molise,8,1,181,22,172,301,7075,v5
2020-05-03,Trento,136,17,1247,429,1094,4247,41095,v5
2020-05-03,Piemonte,2496,169,15638,3152,12973,27430,172208,v5
2020-05-03,Emilia Romagna,1997,197,9045,3642,6851,26016,197075,v5
2020-05-03,Veneto,955,103,7299,1516,6241,18318,378202,v5
2020-05-03,Toscana,513,112,5328,872,4703,9563,150914,v5
2020-05-03,Liguria,627,68,3551,1209,2856,8359,54492,v5
2020-05-03,Marche,400,43,3198,927,2755,6319,64412,v5
2020-05-03,Campania,455,30,2726,364,2241,4484,86498,v5
2020-05-03,Puglia,410,40,2955,424,2505,4144,66443,v5
2020-05-03,Calabria,95,4,702,88,603,1114,38835,v5
2020-05-03,Valle d'Aosta,74,2,109,138,33,1142,8100,v5
2020-05-03,Sardegna,92,10,689,119,587,1319,27737,v5
2020-05-03,Umbria,58,13,183,68,112,1394,38823,v5
2020-05-03,Lombardia,6609,532,36926,14231,29785,77528,410857,v5
2020-05-03,Abruzzo,300,16,1868,330,1552,2996,40699,v5
2020-05-03,Friuli VG,131,6,1087,297,950,3072,74990,v5
2020-05-03,Sicilia,383,29,2203,242,1791,3240,85955,v5
2020-05-03,Basilicata,48,3,194,25,143,386,14210,v5
2020-05-03,Bolzano,109,11,665,281,545,2536,44240,v5
2020-05-04,Lazio,1335,95,4385,524,2955,6847,153293,v5
2020-05-04,Molise,9,1,178,22,168,301,7328,v5
2020-05-04,Trento,135,17,1165,430,1013,4258,42061,v5
2020-05-04,Piemonte,2391,161,15562,3186,13010,27622,176078,v5
2020-05-04,Emilia Romagna,1968,199,8984,3666,6817,26175,200427,v5
2020-05-04,Veneto,955,101,7234,1528,6178,18373,383660,v5
2020-05-04,Toscana,512,107,5279,881,4660,9601,152447,v5
2020-05-04,Liguria,606,72,3508,1221,2830,8412,56092,v5
2020-05-04,Marche,389,44,3206,932,2773,6363,65398,v5
2020-05-04,Campania,438,24,2711,366,2249,4498,90543,v5
2020-05-04,Puglia,397,39,2945,429,2509,4153,67167,v5
2020-05-04,Lombardia,6414,532,37307,14294,30361,78105,418835,v5
2020-05-04,Valle d'Aosta,74,2,110,139,34,1143,8271,v5
2020-05-04,Sardegna,91,9,653,119,553,1317,28052,v5
2020-05-04,Umbria,56,13,181,70,112,1394,39044,v5
2020-05-04,Calabria,93,4,674,88,577,1118,39438,v5
2020-05-04,Abruzzo,301,15,1837,332,1521,3000,41108,v5
2020-05-04,Friuli VG,130,4,1050,299,916,3076,75421,v5
2020-05-04,Sicilia,376,27,2202,244,1799,3255,87166,v5
2020-05-04,Basilicata,50,3,173,25,120,386,14901,v5
2020-05-04,Bolzano,103,10,636,284,523,2541,44673,v5
2020-05-05,Lazio,1315,91,4370,534,2964,6914,157307,v5
2020-05-05,Molise,9,1,177,22,167,301,7528,v5
2020-05-05,Trento,126,15,1041,433,900,4261,42870,v5
2020-05-05,Piemonte,2307,155,15323,3216,12861,27774,181316,v5
2020-05-05,Emilia Romagna,1917,191,8681,3705,6573,26275,206166,v5
2020-05-05,Veneto,926,98,7116,1545,6092,18402,390952,v5
2020-05-05,Toscana,484,111,5190,889,4595,9631,157260,v5
2020-05-05,Liguria,583,68,3427,1232,2776,8475,57622,v5
2020-05-05,Marche,387,42,3219,936,2790,6392,67256,v5
2020-05-05,Calabria,92,4,650,88,554,1119,40509,v5
2020-05-05,Puglia,384,39,2939,433,2516,4170,69128,v5
2020-05-05,Campania,408,25,2530,369,2097,4518,93068,v5
2020-05-05,Valle d'Aosta,56,3,110,139,51,1143,8484,v5
2020-05-05,Sardegna,94,9,642,119,539,1318,28867,v5
2020-05-05,Umbria,56,11,176,70,109,1400,39998,v5
2020-05-05,Lombardia,6201,509,37092,14389,30382,78605,425290,v5
2020-05-05,Abruzzo,289,11,1809,335,1509,3025,42489,v5
2020-05-05,Friuli VG,120,4,984,303,860,3085,78510,v5
2020-05-05,Sicilia,367,26,2202,247,1809,3267,91306,v5
2020-05-05,Basilicata,50,3,177,25,124,396,15476,v5
2020-05-05,Bolzano,99,11,612,286,502,2542,45264,v5
2020-05-06,Lazio,1351,91,4433,538,2991,6995,160894,v5
2020-05-06,Molise,9,0,179,22,170,304,7896,v5
2020-05-06,Trento,116,13,982,437,853,4280,44719,v5
2020-05-06,Piemonte,2147,150,14858,3247,12561,27939,188057,v5
2020-05-06,Emilia Romagna,1816,176,8391,3737,6399,26379,211652,v5
2020-05-06,Veneto,902,90,6789,1568,5797,18479,399806,v5
2020-05-06,Toscana,462,92,5088,899,4534,9657,161553,v5
2020-05-06,Liguria,548,59,3306,1243,2699,8551,59693,v5
2020-05-06,Marche,353,42,3236,943,2841,6421,69037,v5
2020-05-06,Campania,433,25,2340,376,1882,4532,96548,v5
2020-05-06,Puglia,365,36,2903,438,2502,4196,70944,v5
2020-05-06,Lombardia,6079,480,31753,14611,25194,79369,439806,v5
2020-05-06,Valle d'Aosta,50,3,127,139,74,1146,8640,v5
2020-05-06,Sardegna,91,11,623,119,521,1319,29966,v5
2020-05-06,Umbria,55,9,171,70,107,1404,41328,v5
2020-05-06,Calabria,87,3,644,89,554,1122,41828,v5
2020-05-06,Abruzzo,285,11,1791,341,1495,3047,43803,v5
2020-05-06,Friuli VG,115,3,962,306,844,3094,79429,v5
2020-05-06,Sicilia,359,25,2201,250,1817,3281,92999,v5
2020-05-06,Basilicata,47,3,172,25,122,399,16103,v5
2020-05-06,Bolzano,99,11,579,286,469,2543,46228,v5
2020-05-07,Lazio,1291,89,4348,543,2968,7034,165340,v5
2020-05-07,Molise,8,0,170,22,162,305,8237,v5
2020-05-07,Trento,99,11,910,438,800,4283,46500,v5
2020-05-07,Piemonte,2147,150,14469,3282,12172,28135,194584,v5
2020-05-07,Emilia Romagna,1726,173,8011,3766,6112,26487,217039,v5
2020-05-07,Veneto,872,87,6534,1589,5575,18553,410212,v5
2020-05-07,Toscana,437,91,4716,915,4188,9683,166062,v5
2020-05-07,Liguria,525,57,3248,1254,2666,8645,61446,v5
2020-05-07,Marche,328,41,3247,948,2878,6452,71017,v5
2020-05-07,Lombardia,5848,480,32015,14745,25687,80089,455294,v5
2020-05-07,Puglia,355,35,2800,441,2410,4245,72796,v5
2020-05-07,Basilicata,48,2,155,26,105,383,16272,v5
2020-05-07,Sicilia,349,21,2127,251,1757,3288,95695,v5
2020-05-07,Friuli VG,109,2,927,308,816,3107,82012,v5
2020-05-07,Abruzzo,263,12,1770,348,1495,3072,45021,v5
2020-05-07,Bolzano,87,11,551,286,453,2552,47091,v5
2020-05-07,Umbria,47,9,141,70,85,1405,42788,v5
2020-05-07,Sardegna,90,9,583,119,484,1324,31064,v5
2020-05-07,Valle d'Aosta,49,2,130,139,79,1150,8939,v5
2020-05-07,Campania,415,27,2139,379,1697,4541,101025,v5
2020-05-07,Calabria,81,2,633,89,550,1125,42854,v5
2020-05-08,Lazio,1278,84,4328,549,2966,7086,169499,v5
2020-05-08,Liguria,517,46,3176,1265,2613,8723,63531,v5
2020-05-08,Toscana,399,84,4592,930,4109,9721,170296,v5
2020-05-08,Marche,303,38,3238,954,2897,6470,72504,v5
2020-05-08,Piemonte,2013,140,14107,3305,11954,28368,201183,v5
2020-05-08,Trento,94,11,872,438,767,4285,48220,v5
2020-05-08,Molise,6,0,184,22,178,327,8502,v5
2020-05-08,Emilia Romagna,1680,163,7730,3797,5887,26598,221866,v5
2020-05-08,Campania,418,28,2012,386,1566,4562,105399,v5
2020-05-08,Veneto,831,79,6187,1627,5277,18618,420949,v5
2020-05-08,Basilicata,48,2,152,26,102,382,16777,v5
2020-05-08,Calabria,73,2,619,90,544,1126,43980,v5
2020-05-08,Valle d'Aosta,45,2,123,139,76,1151,9280,v5
2020-05-08,Sardegna,90,10,553,119,453,1330,32219,v5
2020-05-08,Umbria,47,6,119,71,66,1406,44223,v5
2020-05-08,Puglia,349,33,2733,443,2351,4256,74724,v5
2020-05-08,Lombardia,5702,400,31983,14839,25881,80723,466287,v5
2020-05-08,Abruzzo,250,10,1713,351,1453,3078,46103,v5
2020-05-08,Friuli VG,105,2,911,308,804,3116,82902,v5
2020-05-08,Sicilia,310,19,2127,253,1798,3301,98711,v5
2020-05-08,Bolzano,78,9,502,289,415,2558,47908,v5
2020-05-09,Lazio,1277,82,4345,553,2986,7133,174448,v5
2020-05-09,Molise,8,0,205,22,197,347,8691,v5
2020-05-09,Trento,87,10,830,438,733,4292,50278,v5
2020-05-09,Piemonte,2010,143,13934,3331,11781,28549,205800,v5
2020-05-09,Emilia Romagna,1604,155,7401,3827,5642,26719,227366,v5
2020-05-09,Veneto,435,40,5877,1643,5402,18671,432114,v5
2020-05-09,Toscana,364,79,4448,937,4005,9745,174596,v5
2020-05-09,Liguria,501,42,2982,1276,2439,8738,64926,v5
2020-05-09,Marche,285,32,3230,958,2913,6493,73965,v5
2020-05-09,Calabria,68,2,612,90,542,1129,45071,v5
2020-05-09,Puglia,344,33,2729,443,2352,4286,76643,v5
2020-05-09,Campania,415,26,1965,388,1524,4576,110811,v5
2020-05-09,Valle d'Aosta,45,3,118,139,70,1152,9443,v5
2020-05-09,Sardegna,87,11,550,119,452,1334,33330,v5
2020-05-09,Umbria,45,6,111,71,60,1407,45574,v5
2020-05-09,Lombardia,5535,330,30262,14924,24397,81225,477765,v5
2020-05-09,Abruzzo,246,10,1676,355,1420,3086,47190,v5
2020-05-09,Friuli VG,101,3,869,308,765,3124,88384,v5
2020-05-09,Sicilia,277,17,2080,256,1786,3313,101548,v5
2020-05-09,Bolzano,55,9,473,290,409,2567,48858,v5
2020-05-09,Basilicata,45,1,145,27,99,382,17433,v5
2020-05-10,Molise,9,0,218,22,209,370,9164,v5
2020-05-10,Trento,82,10,786,441,694,4295,52039,v5
2020-05-10,Piemonte,2024,137,13650,3367,11489,28665,210370,v5
2020-05-10,Emilia Romagna,1562,150,7191,3845,5479,26796,231637,v5
2020-05-10,Veneto,408,37,5591,1657,5146,18722,439522,v5
2020-05-10,Toscana,350,78,4147,942,3719,9774,178208,v5
2020-05-10,Lazio,1265,84,4286,557,2937,7165,178569,v5
2020-05-10,Marche,284,30,3251,960,2937,6533,76367,v5
2020-05-10,Campania,435,20,1915,391,1460,4588,114819,v5
2020-05-10,Liguria,481,41,2900,1281,2378,8788,67322,v5
2020-05-10,Basilicata,45,1,143,27,97,385,17916,v5
2020-05-10,Lombardia,5428,348,30190,14986,24414,81507,485134,v5
2020-05-10,Puglia,343,34,2669,448,2292,4313,78399,v5
2020-05-10,Valle d'Aosta,46,2,113,139,65,1157,9833,v5
2020-05-10,Sardegna,83,10,515,120,422,1340,34046,v5
2020-05-10,Umbria,42,6,113,71,65,1411,46923,v5
2020-05-10,Calabria,66,2,596,91,528,1132,46111,v5
2020-05-10,Abruzzo,233,10,1671,359,1428,3103,48110,v5
2020-05-10,Friuli VG,98,3,851,310,750,3130,89449,v5
2020-05-10,Sicilia,273,16,2069,256,1780,3327,102403,v5
2020-05-10,Bolzano,61,8,459,290,390,2569,49571,v5
2020-05-11,Lazio,1266,83,4294,562,2945,7190,181398,v5
2020-05-11,Molise,11,0,229,22,218,383,9390,v5
2020-05-11,Trento,84,11,735,443,640,4297,53398,v5
2020-05-11,Piemonte,2021,135,13338,3400,11182,28776,213783,v5
2020-05-11,Emilia Romagna,1537,141,7040,3867,5362,26876,234619,v5
2020-05-11,Veneto,400,38,5460,1666,5022,18741,445905,v5
2020-05-11,Toscana,347,77,4073,950,3649,9787,179469,v5
2020-05-11,Liguria,484,38,2844,1293,2322,8832,68814,v5
2020-05-11,Marche,277,28,3227,964,2922,6543,77830,v5
2020-05-11,Sardegna,84,10,511,120,417,1343,34641,v5
2020-05-11,Puglia,340,32,2544,451,2172,4327,79737,v5
2020-05-11,Campania,436,23,1909,392,1450,4602,119042,v5
2020-05-11,Calabria,64,1,568,93,503,1134,47265,v5
2020-05-11,Valle d'Aosta,44,1,107,139,62,1158,10063,v5
2020-05-11,Umbria,40,4,108,71,64,1412,47474,v5
2020-05-11,Lombardia,5397,341,30411,15054,24673,81871,492642,v5
2020-05-11,Abruzzo,231,9,1609,366,1369,3107,48903,v5
2020-05-11,Friuli VG,96,3,830,312,731,3138,90860,v5
2020-05-11,Sicilia,271,16,2062,257,1775,3339,103134,v5
2020-05-11,Basilicata,46,1,142,27,95,386,18266,v5
2020-05-11,Bolzano,63,7,447,290,377,2572,50019,v5
2020-05-12,Molise,13,1,226,22,212,386,9981,v5
2020-05-12,Trento,80,9,667,445,578,4303,55334,v5
2020-05-12,Piemonte,1900,136,13184,3428,11148,28889,218071,v5
2020-05-12,Emilia Romagna,1384,136,6801,3885,5281,26929,239178,v5
2020-05-12,Veneto,393,33,5190,1686,4764,18782,454189,v5
2020-05-12,Toscana,307,72,3841,959,3462,9802,184851,v5
2020-05-12,Liguria,447,35,2779,1301,2297,8863,70159,v5
2020-05-12,Lazio,1258,84,4273,566,2931,7212,185085,v5
2020-05-12,Marche,230,24,3208,969,2954,6568,79414,v5
2020-05-12,Campania,414,20,1877,393,1443,4615,121253,v5
2020-05-12,Basilicata,47,1,140,27,92,387,19100,v5
2020-05-12,Puglia,334,31,2421,456,2056,4337,81492,v5
2020-05-12,Calabria,65,1,568,93,502,1138,48420,v5
2020-05-12,Valle d'Aosta,45,0,104,140,59,1160,10415,v5
2020-05-12,Sardegna,77,11,506,120,418,1344,35476,v5
2020-05-12,Lombardia,5222,322,30675,15116,25131,82904,513244,v5
2020-05-12,Bolzano,56,7,437,290,374,2572,50381,v5
2020-05-12,Abruzzo,222,8,1548,370,1318,3115,50295,v5
2020-05-12,Friuli VG,96,2,801,313,703,3148,93051,v5
2020-05-12,Sicilia,234,15,1911,261,1662,3343,105017,v5
2020-05-12,Umbria,41,4,109,71,64,1419,49249,v5
2020-05-13,Lazio,1224,83,4235,577,2928,7250,188632,v5
2020-05-13,Basilicata,42,1,131,27,88,389,19678,v5
2020-05-13,Puglia,310,27,2322,460,1985,4348,83713,v5
2020-05-13,Piemonte,1858,122,12491,3460,10511,29058,224788,v5
2020-05-13,Emilia Romagna,1165,123,6502,3905,5214,26979,243883,v5
2020-05-13,Veneto,364,30,5020,1712,4626,18813,463154,v5
2020-05-13,Toscana,284,72,3563,964,3207,9829,189026,v5
2020-05-13,Liguria,430,35,2718,1314,2253,8930,72174,v5
2020-05-13,Marche,211,20,3013,971,2782,6588,80850,v5
2020-05-13,Lombardia,5007,307,30032,15185,24718,83298,524163,v5
2020-05-13,Trento,76,9,573,446,488,4312,57997,v5
2020-05-13,Valle d'Aosta,38,0,93,141,55,1163,10777,v5
2020-05-13,Sardegna,78,10,491,120,403,1345,36710,v5
2020-05-13,Umbria,36,4,106,72,66,1419,50731,v5
2020-05-13,Bolzano,56,7,413,290,350,2575,51181,v5
2020-05-13,Campania,402,19,1815,394,1394,4630,124370,v5
2020-05-13,Friuli VG,92,2,779,316,685,3156,94600,v5
2020-05-13,Sicilia,212,13,1889,262,1664,3354,107991,v5
2020-05-13,Molise,9,1,231,22,221,401,10062,v5
2020-05-13,Abruzzo,214,7,1489,375,1268,3127,51361,v5
2020-05-13,Calabria,64,1,551,93,486,1140,49787,v5
2020-05-14,Marche,189,18,2904,974,2697,6603,82840,v5
2020-05-14,Basilicata,34,1,127,27,92,389,20285,v5
2020-05-14,Puglia,296,24,2253,461,1933,4357,85577,v5
2020-05-14,Piemonte,1775,116,11891,3493,10000,29209,232682,v5
2020-05-14,Emilia Romagna,861,122,6301,3930,5318,27056,248591,v5
2020-05-14,Veneto,342,26,4718,1743,4350,18845,474488,v5
2020-05-14,Toscana,269,68,3388,973,3051,9859,193182,v5
2020-05-14,Liguria,408,35,2660,1329,2217,8995,74248,v5
2020-05-14,Lazio,1178,79,4096,595,2839,7291,192917,v5
2020-05-14,Campania,387,19,1765,394,1359,4639,127938,v5
2020-05-14,Molise,10,1,229,22,218,403,10227,v5
2020-05-14,Calabria,59,2,524,95,463,1143,51050,v5
2020-05-14,Valle d'Aosta,38,0,80,141,42,1166,11100,v5
2020-05-14,Sardegna,76,10,465,125,379,1345,38034,v5
2020-05-14,Umbria,26,1,92,73,65,1420,52247,v5
2020-05-14,Lombardia,4818,297,29956,15296,24841,83820,538243,v5
2020-05-14,Abruzzo,215,6,1482,379,1261,3136,52860,v5
2020-05-14,Friuli VG,149,2,770,317,619,3161,97000,v5
2020-05-14,Sicilia,203,12,1854,263,1639,3366,111137,v5
2020-05-14,Bolzano,54,7,380,290,319,2578,52015,v5
2020-05-14,Trento,66,9,505,448,430,4315,60843,v5
2020-05-15,Marche,178,18,2795,977,2599,6619,84351,v5
2020-05-15,Basilicata,33,1,120,27,86,389,20851,v5
2020-05-15,Puglia,285,23,2181,461,1873,4366,87687,v5
2020-05-15,Piemonte,1593,108,11113,3557,9412,29346,239507,v5
2020-05-15,Emilia Romagna,763,114,6001,3943,5124,27110,253497,v5
2020-05-15,Veneto,311,24,4439,1762,4104,18889,484639,v5
2020-05-15,Toscana,238,67,3168,976,2863,9883,197365,v5
2020-05-15,Liguria,385,31,2603,1336,2187,9060,76012,v5
2020-05-15,Lazio,1173,79,4088,604,2836,7364,197599,v5
2020-05-15,Campania,341,17,1736,396,1378,4654,131544,v5
2020-05-15,Molise,8,2,227,22,217,407,10468,v5
2020-05-15,Trento,53,9,406,451,344,4318,63700,v5
2020-05-15,Calabria,56,2,505,95,447,1144,52701,v5
2020-05-15,Valle d'Aosta,37,0,77,142,40,1172,11413,v5
2020-05-15,Sardegna,75,10,461,125,376,1348,39844,v5
2020-05-15,Lombardia,4705,276,27746,15411,22765,84119,550405,v5
2020-05-15,Bolzano,50,5,359,290,304,2578,52939,v5
2020-05-15,Abruzzo,205,6,1454,381,1243,3148,54028,v5
2020-05-15,Friuli VG,80,3,741,318,658,3175,100400,v5
2020-05-15,Sicilia,198,11,1760,263,1551,3374,112929,v5
2020-05-15,Umbria,25,2,90,73,63,1422,53801,v5
2020-05-16,Sicilia,159,12,1659,265,1488,3382,,v5
2020-05-16,Calabria,56,2,474,95,416,1151,,v5
2020-05-16,Valle d'Aosta,33,0,75,142,42,1173,,v5
2020-05-16,Sardegna,75,10,415,125,330,1352,,v5
2020-05-16,Umbria,25,2,81,73,54,1422,,v5
2020-05-16,Bolzano,48,5,343,290,290,2578,,v5
2020-05-16,Abruzzo,195,7,1423,383,1221,3178,,v5
2020-05-16,Friuli VG,79,3,680,319,598,3183,,v5
2020-05-16,Lombardia,4521,268,27679,15450,22890,84518,,v5
2020-05-16,Molise,8,2,215,22,205,410,,v5
2020-05-16,Campania,351,16,1710,396,1343,4668,,v5
2020-05-16,Trento,44,8,345,453,293,4326,,v5
2020-05-16,Puglia,272,22,2104,463,1810,4374,,v5
2020-05-16,Piemonte,1562,100,10702,3594,9040,29483,,v5
2020-05-16,Emilia Romagna,740,112,5852,3960,5000,27182,,v5
2020-05-16,Basilicata,29,1,113,27,83,390,,v5
2020-05-16,Toscana,234,66,2943,979,2643,9913,,v5
2020-05-16,Liguria,369,26,2533,1346,2138,9111,,v5
2020-05-16,Lazio,1156,76,4022,616,2790,7396,,v5
2020-05-16,Marche,154,17,2657,982,2486,6642,,v5
2020-05-16,Veneto,290,20,4162,1783,3852,18928,,v5
2020-05-17,Basilicata,29,1,104,27,74,392,22167,v5
2020-05-17,Puglia,263,21,2017,470,1733,4379,91035,v5
2020-05-17,Piemonte,1620,101,10239,3612,8518,29547,249371,v5
2020-05-17,Emilia Romagna,721,111,5656,3973,4824,27232,261106,v5
2020-05-17,Veneto,273,22,4041,1794,3746,18941,506588,v5
2020-05-17,Toscana,214,67,2802,984,2521,9948,204022,v5
2020-05-17,Lazio,1150,74,3910,622,2686,7446,206166,v5
2020-05-17,Marche,151,18,2565,984,2396,6667,88656,v5
2020-05-17,Campania,342,17,1696,396,1337,4684,139787,v5
2020-05-17,Liguria,360,24,2456,1355,2072,9159,80154,v5
2020-05-17,Molise,11,2,216,22,203,411,11085,v5
2020-05-17,Lombardia,4480,255,27430,15519,22695,84844,576359,v5
2020-05-17,Trento,41,8,301,453,252,4338,69659,v5
2020-05-17,Valle d'Aosta,31,0,68,143,37,1173,12169,v5
2020-05-17,Sardegna,76,10,405,125,319,1353,42249,v5
2020-05-17,Umbria,25,2,78,73,51,1424,55956,v5
2020-05-17,Calabria,56,2,422,95,364,1151,55304,v5
2020-05-17,Abruzzo,193,6,1422,385,1223,3186,57217,v5
2020-05-17,Friuli VG,80,3,654,319,571,3191,104056,v5
2020-05-17,Sicilia,145,13,1555,267,1397,3388,117426,v5
2020-05-17,Bolzano,50,5,314,290,259,2581,54428,v5
2020-05-18,Marche,156,17,2315,984,2142,6678,89085,v5
2020-05-18,Basilicata,29,1,93,27,63,392,22581,v5
2020-05-18,Puglia,254,22,1995,471,1719,4386,91901,v5
2020-05-18,Piemonte,1589,99,9874,3632,8186,29619,253479,v5
2020-05-18,Emilia Romagna,708,105,5525,3986,4712,27267,263888,v5
2020-05-18,Veneto,263,22,4004,1803,3719,18950,513021,v5
2020-05-18,Toscana,197,66,2573,989,2310,9961,205201,v5
2020-05-18,Lazio,1137,73,3826,628,2616,7485,209472,v5
2020-05-18,Campania,342,17,1673,399,1314,4695,143478,v5
2020-05-18,Liguria,360,23,2339,1367,1956,9191,81485,v5
2020-05-18,Molise,9,2,217,22,206,422,11514,v5
2020-05-18,Valle d'Aosta,30,0,60,143,30,1174,12327,v5
2020-05-18,Sardegna,72,10,380,126,298,1353,43387,v5
2020-05-18,Umbria,24,2,77,73,51,1424,56279,v5
2020-05-18,Bolzano,52,6,307,291,249,2582,54861,v5
2020-05-18,Calabria,53,2,401,95,346,1151,56167,v5
2020-05-18,Friuli VG,81,3,621,320,537,3198,104874,v5
2020-05-18,Lombardia,4482,252,27073,15543,22339,85019,581437,v5
2020-05-18,Sicilia,137,13,1539,267,1389,3395,118859,v5
2020-05-18,Abruzzo,191,6,1413,388,1216,3193,57897,v5
2020-05-18,Trento,41,8,248,453,199,4351,70173,v5
2020-05-19,Marche,144,17,2128,986,1967,6675,89985,v5
2020-05-19,Basilicata,26,1,84,27,57,393,23347,v5
2020-05-19,Puglia,247,22,1941,473,1672,4396,93834,v5
2020-05-19,Piemonte,1579,96,9635,3679,7960,29727,258489,v5
2020-05-19,Emilia Romagna,670,99,5330,3997,4561,27314,268200,v5
2020-05-19,Veneto,259,18,3754,1820,3477,18997,523800,v5
2020-05-19,Toscana,190,56,2323,992,2077,9968,209161,v5
2020-05-19,Liguria,338,22,2264,1376,1904,9257,83593,v5
2020-05-19,Lazio,1124,74,3786,640,2588,7505,213877,v5
2020-05-19,Campania,330,17,1518,399,1171,4707,147225,v5
2020-05-19,Molise,9,2,212,22,201,422,11592,v5
2020-05-19,Trento,42,8,204,455,154,4358,70691,v5
2020-05-19,Calabria,50,2,382,95,330,1153,57310,v5
2020-05-19,Valle d'Aosta,26,1,49,143,22,1175,12663,v5
2020-05-19,Sardegna,71,9,341,126,261,1354,44413,v5
2020-05-19,Lombardia,4426,244,27291,15597,22621,85481,596355,v5
2020-05-19,Bolzano,46,6,308,291,256,2587,55526,v5
2020-05-19,Abruzzo,188,6,1389,389,1195,3197,58945,v5
2020-05-19,Friuli VG,76,2,600,320,522,3203,105656,v5
2020-05-19,Sicilia,125,12,1524,268,1387,3403,122040,v5
2020-05-19,Umbria,25,2,66,74,39,1427,57822,v5
2020-05-20,Lazio,1119,74,3786,647,2593,7533,217849,v5
2020-05-20,Basilicata,22,1,73,27,50,393,23986,v5
2020-05-20,Puglia,242,21,1902,478,1639,4407,95895,v5
2020-05-20,Piemonte,1513,96,9151,3718,7542,29885,264624,v5
2020-05-20,Emilia Romagna,626,96,5098,4008,4376,27364,274362,v5
2020-05-20,Veneto,255,16,3532,1832,3261,19030,536798,v5
2020-05-20,Toscana,178,45,2117,998,1894,9982,214299,v5
2020-05-20,Liguria,310,22,2178,1386,1846,9289,85140,v5
2020-05-20,Marche,125,16,1974,987,1833,6677,90093,v5
2020-05-20,Sardegna,68,10,331,126,253,1355,45572,v5
2020-05-20,Trento,39,6,126,455,81,4368,72031,v5
2020-05-20,Campania,318,12,1442,401,1112,4714,150764,v5
2020-05-20,Valle d'Aosta,25,1,46,143,20,1175,12920,v5
2020-05-20,Lombardia,4281,231,26671,15662,22159,85775,607863,v5
2020-05-20,Umbria,25,2,66,74,39,1427,59220,v5
2020-05-20,Calabria,49,1,353,96,303,1156,58468,v5
2020-05-20,Abruzzo,185,6,1317,389,1126,3205,61123,v5
2020-05-20,Friuli VG,76,2,596,322,518,3209,108671,v5
2020-05-20,Sicilia,118,11,1523,268,1394,3411,123573,v5
